country,crm_id,customer_name,segment_name,segment_code,tier,product_level1,product_level2,product_code,service_level,charge_code,charge_currency,computation_method,ecp_usd,esp_usd,FY23_fee_in_usd,FY23_volume,FY24_fee_in_usd,FY24_volume,Cash_revenue_bin,CIB_revenue_bin,avg_cp_at_country,avg_cp_at_cash_bin,avg_cp_at_cib_rev_bin,avg_cp_at_seg,avg_cp_at_tier,avg_cp_at_wa_volume
JP,CRM004738,Customer_4738,Traders & Buyers,460,Gold,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG4738,SGD,Fixed flat,0.7014,0.693,2199.59,3136,828.35,1181,0-10K,2M-5M,0.7375,0.5707,0.8946,0.8296,0.3883,0.6398
AU,CRM004739,Customer_4739,Middle Market,300,Portfolio,Collections,CASH,CAPCOLCASSTDB1,STD,CHG4739,USD,Fixed flat,1.2173,1.2274,467.44,384,805.85,662,0-10K,2M-5M,0.4671,0.3234,0.5526,0.7644,0.6108,0.3659
AU,CRM004740,Customer_4740,Middle Market,300,Portfolio,Payments,CASH,CAPPAYCASSTDB1,STD,CHG4740,SGD,Fixed flat,0.9326,0.9377,7961.61,8537,1055.7,1132,200K-600K,>5M,0.4671,0.6654,0.6061,0.7644,0.6108,0.7835
JP,CRM004741,Customer_4741,Traders & Buyers,460,Platinum,Payments,ACH,CAPPAYACHSTDB1,STD,CHG4741,SGD,Fixed flat,0.5177,0.5154,3360.39,6491,4028.22,7781,600K-2M,500K-2M,0.7375,0.6654,0.684,0.8296,0.4955,0.7329
DE,CRM004742,Customer_4742,Global Corporates,500,Silver,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG4742,EUR,flat absolute,0.4827,0.4764,3027.01,6271,10238.07,21210,0-10K,500K-2M,0.5434,0.6654,0.6061,0.6721,0.7187,0.3875
DE,CRM004743,Customer_4743,Global Corporates,500,Silver,Payments,BT,CAPPAYBTSTDB1,TDB,CHG4743,SGD,flat absolute,0.6239,0.6129,1864.21,2988,4465.88,7158,>2M,2M-5M,0.5434,0.6343,0.8946,0.6721,0.7187,0.5879
DE,CRM004744,Customer_4744,Global Corporates,500,Platinum,Collections,CO,CAPCOLCOPRMB2,RMB,CHG4744,USD,Fixed flat,0.4628,0.4594,2569.93,5553,4081.9,8820,200K-600K,0-100K,0.5434,0.6343,0.5526,0.6721,0.4955,0.6168
DE,CRM004745,Customer_4745,Global Corporates,500,Platinum,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG4745,USD,Fixed flat,0.3912,0.3977,12938.55,33074,2761.87,7060,0-10K,100K-500K,0.5434,0.6654,0.684,0.6721,0.4955,0.5215
DE,CRM004746,Customer_4746,Global Corporates,500,Silver,Collections,CO,CAPCOLCOVIPB3,IPB,CHG4746,EUR,Fixed flat,0.6951,0.7064,1350.58,1943,2915.94,4195,600K-2M,2M-5M,0.5434,0.5707,0.684,0.6721,0.7187,0.645
AU,CRM004747,Customer_4747,Middle Market,300,Platinum,Payments,CO,CAPPAYCOPRMB2,RMB,CHG4747,USD,flat absolute,0.4476,0.4484,1642.69,3670,4323.37,9659,>2M,>5M,0.4671,0.5707,0.5526,0.7644,0.4955,0.8486
DE,CRM004748,Customer_4748,Global Corporates,500,Gold,Collections,CASH,CAPCOLCASVIPB3,VIP,CHG4748,SGD,Fixed flat,13.5721,13.8127,7926.11,584,1669.37,123,200K-600K,2M-5M,0.5434,0.6343,0.6061,0.6721,0.3883,0.6447
JP,CRM004749,Customer_4749,Traders & Buyers,460,Silver,Payments,ACH,CAPPAYACHSTDB1,STD,CHG4749,USD,flat absolute,0.7719,0.7716,625.24,810,3282.89,4253,200K-600K,500K-2M,0.7375,0.3234,0.8946,0.8296,0.7187,0.7134
DE,CRM004750,Customer_4750,Global Corporates,500,Portfolio,Collections,CO,CAPCOLCOSTDB1,TDB,CHG4750,USD,flat absolute,1.0591,1.0509,3656.01,3452,892.82,843,600K-2M,500K-2M,0.5434,0.6654,0.684,0.6721,0.6108,0.8139
DE,CRM004751,Customer_4751,Global Corporates,500,Platinum,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG4751,JPY,flat absolute,0.3217,0.3197,5022.7,15613,5966.57,18547,200K-600K,2M-5M,0.5434,0.5707,0.5526,0.6721,0.4955,0.7182
AU,CRM004752,Customer_4752,Middle Market,300,Platinum,Collections,CASH,CAPCOLCASVIPB3,VIP,CHG4752,USD,Fixed flat,0.891,0.8982,1807.84,2029,2640.03,2963,600K-2M,100K-500K,0.4671,0.7955,0.8946,0.7644,0.4955,0.7314
JP,CRM004753,Customer_4753,Banks,600,Gold,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG4753,EUR,Fixed flat,0.6496,0.6588,1358.96,2092,2469.78,3802,200K-600K,0-100K,0.7375,0.3234,0.6061,0.5304,0.3883,0.7599
JP,CRM004754,Customer_4754,Banks,600,Platinum,Payments,CO,CAPPAYCOELTB4,LTB,CHG4754,EUR,Fixed flat,1.347,1.3596,2180.79,1619,595.37,442,0-10K,2M-5M,0.7375,0.6343,0.5063,0.5304,0.4955,0.5948
DE,CRM004755,Customer_4755,Global Corporates,500,Silver,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG4755,USD,flat absolute,0.647,0.6414,864.39,1336,9780.05,15116,600K-2M,0-100K,0.5434,0.7955,0.5063,0.6721,0.7187,0.8454
AU,CRM004756,Customer_4756,Middle Market,300,Portfolio,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG4756,EUR,flat absolute,0.4191,0.422,1944.2,4639,3672.15,8762,>2M,0-100K,0.4671,0.3234,0.5526,0.7644,0.6108,0.7123
DE,CRM004757,Customer_4757,Global Corporates,500,Platinum,Payments,OTT,CAPPAYOTTSTDB1,STD,CHG4757,SGD,flat absolute,0.4828,0.476,152.08,315,3833.43,7940,>2M,2M-5M,0.5434,0.6343,0.8946,0.6721,0.4955,0.8111
JP,CRM004758,Customer_4758,Banks,600,Portfolio,Collections,CO,CAPCOLCOSTDB1,TDB,CHG4758,SGD,flat absolute,0.8782,0.8758,17881.03,20361,1023.98,1166,200K-600K,>5M,0.7375,0.5707,0.8946,0.5304,0.6108,0.7807
AU,CRM004759,Customer_4759,Middle Market,300,Silver,Collections,CO,CAPCOLCOELTB4,LTB,CHG4759,USD,flat absolute,1.0681,1.0784,1172.77,1098,1315.9,1232,10K-200K,0-100K,0.4671,0.3234,0.8946,0.7644,0.7187,0.5309
JP,CRM004760,Customer_4760,Traders & Buyers,460,Portfolio,Clearing,Clearing,CAPCLECLEPRMB2,PRM,CHG4760,SGD,Fixed flat,0.9914,0.9982,8727.29,8803,4936.18,4979,0-10K,0-100K,0.7375,0.5707,0.5526,0.8296,0.6108,0.4658
JP,CRM004761,Customer_4761,Traders & Buyers,460,Platinum,Collections,CASH,CAPCOLCASSTDB1,STD,CHG4761,EUR,Fixed flat,0.8587,0.8628,380.4,443,1182.43,1377,600K-2M,0-100K,0.7375,0.6343,0.8946,0.8296,0.4955,0.7941
AU,CRM004762,Customer_4762,Middle Market,300,Gold,Collections,CO,CAPCOLCOSTDB1,TDB,CHG4762,JPY,Fixed flat,0.4706,0.4716,3825.51,8129,3149.73,6693,10K-200K,100K-500K,0.4671,0.7955,0.6061,0.7644,0.3883,0.3516
JP,CRM004763,Customer_4763,Traders & Buyers,460,Platinum,Payments,CO,CAPPAYCOSTDB1,TDB,CHG4763,USD,flat absolute,3.992,3.9509,32602.66,8167,702.59,176,0-10K,500K-2M,0.7375,0.5707,0.6061,0.8296,0.4955,0.5175
AU,CRM004764,Customer_4764,Middle Market,300,Silver,Payments,CASH,CAPPAYCASPRMB2,PRM,CHG4764,USD,Fixed flat,1.0846,1.0993,5752.72,5304,1994.58,1839,600K-2M,0-100K,0.4671,0.5707,0.6061,0.7644,0.7187,0.3737
DE,CRM004765,Customer_4765,Global Corporates,500,Platinum,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG4765,JPY,flat absolute,0.4163,0.42,278.92,670,18752.65,45046,0-10K,>5M,0.5434,0.5707,0.8946,0.6721,0.4955,0.7207
DE,CRM004766,Customer_4766,Global Corporates,500,Portfolio,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG4766,JPY,flat absolute,0.5224,0.5138,2264.08,4334,3518.89,6736,0-10K,2M-5M,0.5434,0.7955,0.8946,0.6721,0.6108,0.3824
JP,CRM004767,Customer_4767,Banks,600,Silver,Payments,ACH,CAPPAYACHPRMB2,PRM,CHG4767,JPY,flat absolute,0.7753,0.7784,391.53,505,3564.83,4598,600K-2M,500K-2M,0.7375,0.3234,0.5526,0.5304,0.7187,0.7695
DE,CRM004768,Customer_4768,Global Corporates,500,Platinum,Payments,BT,CAPPAYBTPRMB2,RMB,CHG4768,EUR,Fixed flat,0.3297,0.329,672.59,2040,19336.25,58648,200K-600K,100K-500K,0.5434,0.7955,0.5526,0.6721,0.4955,0.5314
DE,CRM004769,Customer_4769,Global Corporates,500,Gold,Payments,Pay,CAPPAYPAYPRMB2,PRM,CHG4769,USD,Fixed flat,7.3692,7.4949,102888.77,13962,1016.95,138,0-10K,100K-500K,0.5434,0.6654,0.6061,0.6721,0.3883,0.5702
JP,CRM004770,Customer_4770,Banks,600,Portfolio,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG4770,JPY,flat absolute,1.3249,1.3231,13047.62,9848,1539.53,1162,600K-2M,2M-5M,0.7375,0.6654,0.8946,0.5304,0.6108,0.4587
AU,CRM004771,Customer_4771,Middle Market,300,Portfolio,Collections,CO,CAPCOLCOSTDB1,TDB,CHG4771,EUR,flat absolute,0.7715,0.7694,2352.3,3049,1601.63,2076,>2M,500K-2M,0.4671,0.3234,0.5063,0.7644,0.6108,0.6376
DE,CRM004772,Customer_4772,Global Corporates,500,Gold,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG4772,JPY,Fixed flat,0.3915,0.3839,270.14,690,4740.28,12108,200K-600K,2M-5M,0.5434,0.5707,0.684,0.6721,0.3883,0.5979
DE,CRM004773,Customer_4773,Global Corporates,500,Silver,Collections,CO,CAPCOLCOPRMB2,RMB,CHG4773,EUR,flat absolute,0.5521,0.5447,4333.99,7850,6848.8,12405,0-10K,>5M,0.5434,0.5707,0.5063,0.6721,0.7187,0.3883
DE,CRM004774,Customer_4774,Global Corporates,500,Gold,Collections,CASH,CAPCOLCASSTDB1,STD,CHG4774,SGD,flat absolute,0.8233,0.8265,2525.88,3068,891.63,1083,600K-2M,500K-2M,0.5434,0.5707,0.6061,0.6721,0.3883,0.3738
JP,CRM004775,Customer_4775,Banks,600,Silver,Clearing,Clearing,CAPCLECLEPRMB2,PRM,CHG4775,JPY,flat absolute,0.7447,0.7531,67.77,91,10963.47,14722,600K-2M,0-100K,0.7375,0.3234,0.6061,0.5304,0.7187,0.3936
AU,CRM004776,Customer_4776,Middle Market,300,Portfolio,Clearing,CASH,CAPCLECASSTDB1,STD,CHG4776,EUR,Fixed flat,0.9351,0.9348,9016.23,9642,1935.66,2070,600K-2M,2M-5M,0.4671,0.7955,0.5063,0.7644,0.6108,0.7044
JP,CRM004777,Customer_4777,Banks,600,Silver,Payments,ACH,CAPPAYACHPRMB2,PRM,CHG4777,SGD,flat absolute,0.568,0.5631,1632.43,2874,11278.21,19856,600K-2M,>5M,0.7375,0.7955,0.6061,0.5304,0.7187,0.7975
JP,CRM004778,Customer_4778,Traders & Buyers,460,Platinum,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG4778,USD,Fixed flat,1.6012,1.598,28981.72,18100,1372.23,857,200K-600K,500K-2M,0.7375,0.6654,0.8946,0.8296,0.4955,0.3508
DE,CRM004779,Customer_4779,Global Corporates,500,Portfolio,Clearing,Clearing,CAPCLECLEPRMB2,PRM,CHG4779,EUR,flat absolute,1.0224,1.0135,588.9,576,3131.61,3063,>2M,>5M,0.5434,0.6654,0.6061,0.6721,0.6108,0.6856
JP,CRM004780,Customer_4780,Traders & Buyers,460,Portfolio,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG4780,EUR,flat absolute,0.8522,0.8651,21.3,25,1562.08,1833,10K-200K,500K-2M,0.7375,0.6654,0.8946,0.8296,0.6108,0.4006
AU,CRM004781,Customer_4781,Middle Market,300,Portfolio,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG4781,EUR,flat absolute,0.3679,0.3728,1666.59,4530,5875.0,15969,0-10K,0-100K,0.4671,0.5707,0.8946,0.7644,0.6108,0.6838
DE,CRM004782,Customer_4782,Global Corporates,500,Gold,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG4782,EUR,flat absolute,0.5514,0.5481,2545.26,4616,965.5,1751,200K-600K,0-100K,0.5434,0.5707,0.5526,0.6721,0.3883,0.5188
JP,CRM004783,Customer_4783,Traders & Buyers,460,Platinum,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG4783,USD,Fixed flat,0.5103,0.5126,120.43,236,1750.33,3430,200K-600K,2M-5M,0.7375,0.3234,0.5063,0.8296,0.4955,0.7032
JP,CRM004784,Customer_4784,Traders & Buyers,460,Silver,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG4784,USD,flat absolute,0.5385,0.5474,369.41,686,3985.98,7402,600K-2M,>5M,0.7375,0.6654,0.684,0.8296,0.7187,0.8179
JP,CRM004785,Customer_4785,Traders & Buyers,460,Platinum,Clearing,CASH,CAPCLECASVIPB3,VIP,CHG4785,JPY,Fixed flat,0.9323,0.9473,173290.33,185874,7282.2,7811,0-10K,>5M,0.7375,0.3234,0.5526,0.8296,0.4955,0.3585
DE,CRM004786,Customer_4786,Global Corporates,500,Portfolio,Clearing,CASH,CAPCLECASSTDB1,STD,CHG4786,JPY,flat absolute,0.5988,0.5994,1128.14,1884,7546.68,12603,200K-600K,2M-5M,0.5434,0.3234,0.684,0.6721,0.6108,0.5752
DE,CRM004787,Customer_4787,Global Corporates,500,Portfolio,Collections,CASH,CAPCOLCASSTDB1,STD,CHG4787,JPY,flat absolute,0.5868,0.5847,5236.02,8923,2871.21,4893,0-10K,2M-5M,0.5434,0.5707,0.5526,0.6721,0.6108,0.6834
DE,CRM004788,Customer_4788,Global Corporates,500,Platinum,Clearing,CASH,CAPCLECASSTDB1,STD,CHG4788,USD,Fixed flat,0.8632,0.873,969.37,1123,1749.71,2027,10K-200K,0-100K,0.5434,0.3234,0.5063,0.6721,0.4955,0.4345
DE,CRM004789,Customer_4789,Global Corporates,500,Portfolio,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG4789,JPY,flat absolute,0.9102,0.9106,117.42,129,2030.66,2231,10K-200K,0-100K,0.5434,0.3234,0.684,0.6721,0.6108,0.4314
JP,CRM004790,Customer_4790,Banks,600,Platinum,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG4790,EUR,flat absolute,0.4318,0.4331,997.03,2309,1629.61,3774,600K-2M,0-100K,0.7375,0.5707,0.5063,0.5304,0.4955,0.5848
JP,CRM004791,Customer_4791,Traders & Buyers,460,Gold,Payments,Pay,CAPPAYPAYSTDB1,STD,CHG4791,EUR,flat absolute,0.5363,0.5257,1073.14,2001,2768.92,5163,200K-600K,100K-500K,0.7375,0.3234,0.5063,0.8296,0.3883,0.6953
JP,CRM004792,Customer_4792,Banks,600,Gold,Collections,CO,CAPCOLCOPRMB2,RMB,CHG4792,USD,flat absolute,0.5532,0.5438,905.04,1636,1639.13,2963,200K-600K,2M-5M,0.7375,0.3234,0.5063,0.5304,0.3883,0.7576
AU,CRM004793,Customer_4793,Middle Market,300,Silver,Payments,CO,CAPPAYCOSTDB1,TDB,CHG4793,USD,Fixed flat,0.7292,0.7253,1830.29,2510,2727.21,3740,600K-2M,0-100K,0.4671,0.6343,0.5063,0.7644,0.7187,0.6607
JP,CRM004794,Customer_4794,Traders & Buyers,460,Silver,Payments,Pay,CAPPAYPAYPRMB2,PRM,CHG4794,SGD,Fixed flat,2.3553,2.3899,10436.33,4431,1024.56,435,>2M,0-100K,0.7375,0.5707,0.5063,0.8296,0.7187,0.5473
DE,CRM004795,Customer_4795,Global Corporates,500,Portfolio,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG4795,JPY,Fixed flat,0.6251,0.6365,1487.11,2379,5792.8,9267,10K-200K,500K-2M,0.5434,0.6343,0.5063,0.6721,0.6108,0.4436
DE,CRM004796,Customer_4796,Global Corporates,500,Silver,Payments,CASH,CAPPAYCASSTDB1,STD,CHG4796,SGD,flat absolute,0.6818,0.6894,304.76,447,3198.32,4691,0-10K,2M-5M,0.5434,0.7955,0.5063,0.6721,0.7187,0.4994
DE,CRM004797,Customer_4797,Global Corporates,500,Portfolio,Clearing,Clearing,CAPCLECLEPRMB2,PRM,CHG4797,JPY,flat absolute,0.6853,0.6833,4235.84,6181,10144.5,14803,10K-200K,2M-5M,0.5434,0.6654,0.8946,0.6721,0.6108,0.6813
JP,CRM004798,Customer_4798,Banks,600,Portfolio,Collections,CO,CAPCOLCOSTDB1,TDB,CHG4798,JPY,flat absolute,0.6143,0.6154,98.29,160,2236.67,3641,10K-200K,0-100K,0.7375,0.6654,0.684,0.5304,0.6108,0.6832
DE,CRM004799,Customer_4799,Global Corporates,500,Gold,Clearing,CASH,CAPCLECASVIPB3,VIP,CHG4799,JPY,flat absolute,3.0754,3.0378,421.33,137,981.05,319,10K-200K,>5M,0.5434,0.6343,0.5063,0.6721,0.3883,0.5341
JP,CRM004800,Customer_4800,Traders & Buyers,460,Platinum,Collections,CASH,CAPCOLCASSTDB1,STD,CHG4800,USD,flat absolute,0.7464,0.7432,6742.98,9034,1645.07,2204,0-10K,0-100K,0.7375,0.6343,0.684,0.8296,0.4955,0.6247
JP,CRM004801,Customer_4801,Traders & Buyers,460,Gold,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG4801,USD,flat absolute,0.9633,0.976,6142.96,6377,2651.0,2752,10K-200K,2M-5M,0.7375,0.5707,0.6061,0.8296,0.3883,0.4688
AU,CRM004802,Customer_4802,Middle Market,300,Portfolio,Collections,CASH,CAPCOLCASVIPB3,VIP,CHG4802,EUR,flat absolute,0.7211,0.7279,1972.21,2735,7428.05,10301,10K-200K,2M-5M,0.4671,0.3234,0.5526,0.7644,0.6108,0.7938
JP,CRM004803,Customer_4803,Traders & Buyers,460,Platinum,Payments,Pay,CAPPAYPAYVIPB3,VIP,CHG4803,USD,Fixed flat,4.7297,4.7498,1735.8,367,945.94,200,10K-200K,0-100K,0.7375,0.5707,0.8946,0.8296,0.4955,0.6229
DE,CRM004804,Customer_4804,Global Corporates,500,Platinum,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG4804,SGD,Fixed flat,0.4531,0.4498,466.69,1030,1747.61,3857,600K-2M,2M-5M,0.5434,0.6654,0.6061,0.6721,0.4955,0.5657
JP,CRM004805,Customer_4805,Traders & Buyers,460,Portfolio,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG4805,SGD,Fixed flat,0.4623,0.4547,928.76,2009,3454.77,7473,600K-2M,2M-5M,0.7375,0.6343,0.5063,0.8296,0.6108,0.3957
JP,CRM004806,Customer_4806,Traders & Buyers,460,Portfolio,Clearing,Clearing,CAPCLECLEVIPB3,VIP,CHG4806,SGD,Fixed flat,1.7085,1.7157,464.71,272,2463.66,1442,0-10K,0-100K,0.7375,0.5707,0.5526,0.8296,0.6108,0.6408
JP,CRM004807,Customer_4807,Banks,600,Platinum,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG4807,EUR,Fixed flat,0.798,0.8132,784.43,983,3224.72,4041,600K-2M,0-100K,0.7375,0.3234,0.8946,0.5304,0.4955,0.4534
JP,CRM004808,Customer_4808,Traders & Buyers,460,Silver,Collections,CASH,CAPCOLCASSTDB1,STD,CHG4808,EUR,Fixed flat,1.0732,1.0545,8510.48,7930,1623.75,1513,10K-200K,>5M,0.7375,0.6654,0.5526,0.8296,0.7187,0.6398
AU,CRM004809,Customer_4809,Middle Market,300,Gold,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG4809,SGD,Fixed flat,0.5973,0.6054,15147.53,25360,783.06,1311,0-10K,100K-500K,0.4671,0.5707,0.5526,0.7644,0.3883,0.5401
JP,CRM004810,Customer_4810,Traders & Buyers,460,Portfolio,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG4810,JPY,Fixed flat,1.0396,1.0307,1650.88,1588,2136.38,2055,0-10K,100K-500K,0.7375,0.7955,0.6061,0.8296,0.6108,0.4358
JP,CRM004811,Customer_4811,Banks,600,Gold,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG4811,USD,Fixed flat,0.8943,0.9025,8291.06,9271,1203.73,1346,600K-2M,>5M,0.7375,0.6654,0.6061,0.5304,0.3883,0.8302
JP,CRM004812,Customer_4812,Banks,600,Portfolio,Collections,CO,CAPCOLCOSTDB1,TDB,CHG4812,EUR,Fixed flat,0.4738,0.4778,79.6,168,4492.1,9481,200K-600K,2M-5M,0.7375,0.6654,0.684,0.5304,0.6108,0.5683
JP,CRM004813,Customer_4813,Traders & Buyers,460,Gold,Clearing,Clearing,CAPCLECLEELTB4,ELT,CHG4813,JPY,Fixed flat,1.8459,1.8624,14794.89,8015,2401.52,1301,200K-600K,0-100K,0.7375,0.6654,0.684,0.8296,0.3883,0.3576
JP,CRM004814,Customer_4814,Traders & Buyers,460,Portfolio,Clearing,Clearing,CAPCLECLEPRMB2,PRM,CHG4814,JPY,flat absolute,1.6286,1.653,1452.71,892,1674.2,1028,10K-200K,100K-500K,0.7375,0.3234,0.8946,0.8296,0.6108,0.7611
JP,CRM004815,Customer_4815,Banks,600,Platinum,Collections,CO,CAPCOLCOSTDB1,TDB,CHG4815,SGD,Fixed flat,0.3209,0.3192,1516.57,4726,13883.74,43265,200K-600K,100K-500K,0.7375,0.6654,0.5063,0.5304,0.4955,0.4646
DE,CRM004816,Customer_4816,Global Corporates,500,Platinum,Clearing,CASH,CAPCLECASSTDB1,STD,CHG4816,EUR,flat absolute,0.515,0.5191,1058.32,2055,7197.12,13975,10K-200K,500K-2M,0.5434,0.6654,0.6061,0.6721,0.4955,0.7131
JP,CRM004817,Customer_4817,Traders & Buyers,460,Platinum,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG4817,EUR,flat absolute,1.8836,1.8943,40691.41,21603,504.8,268,600K-2M,100K-500K,0.7375,0.7955,0.5526,0.8296,0.4955,0.7344
JP,CRM004818,Customer_4818,Banks,600,Platinum,Collections,CASH,CAPCOLCASSTDB1,STD,CHG4818,SGD,Fixed flat,0.7716,0.7837,618.82,802,962.96,1248,0-10K,100K-500K,0.7375,0.6654,0.5063,0.5304,0.4955,0.6902
JP,CRM004819,Customer_4819,Traders & Buyers,460,Portfolio,Payments,OTT,CAPPAYOTTVIPB3,VIP,CHG4819,SGD,flat absolute,0.9425,0.9485,7201.64,7641,4818.06,5112,10K-200K,2M-5M,0.7375,0.5707,0.684,0.8296,0.6108,0.7985
JP,CRM004820,Customer_4820,Banks,600,Platinum,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG4820,EUR,Fixed flat,0.4587,0.4515,899.05,1960,2627.43,5728,>2M,500K-2M,0.7375,0.5707,0.5526,0.5304,0.4955,0.7842
DE,CRM004821,Customer_4821,Global Corporates,500,Portfolio,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG4821,SGD,flat absolute,1.4639,1.4347,3440.16,2350,660.22,451,600K-2M,2M-5M,0.5434,0.7955,0.5063,0.6721,0.6108,0.7416
AU,CRM004822,Customer_4822,Middle Market,300,Portfolio,Collections,CASH,CAPCOLCASPRMB2,PRM,CHG4822,JPY,Fixed flat,0.5381,0.5316,1217.18,2262,9919.34,18434,0-10K,2M-5M,0.4671,0.6654,0.684,0.7644,0.6108,0.4886
JP,CRM004823,Customer_4823,Traders & Buyers,460,Gold,Payments,CO,CAPPAYCOSTDB1,TDB,CHG4823,EUR,Fixed flat,0.4536,0.4586,380.12,838,5243.62,11560,10K-200K,500K-2M,0.7375,0.7955,0.5063,0.8296,0.3883,0.7376
JP,CRM004824,Customer_4824,Traders & Buyers,460,Silver,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG4824,EUR,Fixed flat,0.5383,0.5386,1570.76,2918,3847.77,7148,>2M,2M-5M,0.7375,0.5707,0.8946,0.8296,0.7187,0.6133
AU,CRM004825,Customer_4825,Middle Market,300,Platinum,Collections,CASH,CAPCOLCASVIPB3,VIP,CHG4825,JPY,Fixed flat,0.5517,0.5543,1496.76,2713,13421.76,24328,10K-200K,0-100K,0.4671,0.3234,0.8946,0.7644,0.4955,0.6357
AU,CRM004826,Customer_4826,Middle Market,300,Platinum,Collections,CO,CAPCOLCOPRMB2,RMB,CHG4826,JPY,Fixed flat,0.495,0.4926,2118.6,4280,3394.71,6858,600K-2M,2M-5M,0.4671,0.6654,0.5526,0.7644,0.4955,0.5186
JP,CRM004827,Customer_4827,Traders & Buyers,460,Gold,Clearing,CASH,CAPCLECASELTB4,ELT,CHG4827,EUR,Fixed flat,1.1204,1.1184,3790.31,3383,7643.37,6822,10K-200K,0-100K,0.7375,0.6654,0.5063,0.8296,0.3883,0.5167
DE,CRM004828,Customer_4828,Global Corporates,500,Gold,Collections,CASH,CAPCOLCASSTDB1,STD,CHG4828,SGD,Fixed flat,0.3406,0.3465,3360.7,9867,10978.56,32233,600K-2M,2M-5M,0.5434,0.6343,0.684,0.6721,0.3883,0.7319
JP,CRM004829,Customer_4829,Traders & Buyers,460,Gold,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG4829,USD,Fixed flat,0.5239,0.5182,6240.17,11911,8912.59,17012,0-10K,0-100K,0.7375,0.6343,0.6061,0.8296,0.3883,0.5144
AU,CRM004830,Customer_4830,Middle Market,300,Silver,Clearing,Clearing,CAPCLECLEPRMB2,PRM,CHG4830,JPY,flat absolute,1.6747,1.6916,1031.62,616,1875.66,1120,600K-2M,500K-2M,0.4671,0.5707,0.684,0.7644,0.7187,0.5147
JP,CRM004831,Customer_4831,Banks,600,Silver,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG4831,JPY,flat absolute,0.456,0.4606,5003.23,10972,4028.3,8834,0-10K,500K-2M,0.7375,0.6654,0.6061,0.5304,0.7187,0.6092
DE,CRM004832,Customer_4832,Global Corporates,500,Gold,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG4832,EUR,Fixed flat,0.9269,0.9264,465.3,502,1331.03,1436,200K-600K,>5M,0.5434,0.6343,0.5526,0.6721,0.3883,0.5024
JP,CRM004833,Customer_4833,Traders & Buyers,460,Gold,Collections,CASH,CAPCOLCASSTDB1,STD,CHG4833,SGD,Fixed flat,0.4953,0.4967,3565.66,7199,3652.34,7374,200K-600K,0-100K,0.7375,0.3234,0.8946,0.8296,0.3883,0.6061
JP,CRM004834,Customer_4834,Traders & Buyers,460,Platinum,Collections,CO,CAPCOLCOPRMB2,RMB,CHG4834,JPY,Fixed flat,0.5356,0.536,4044.85,7552,3800.08,7095,>2M,100K-500K,0.7375,0.7955,0.6061,0.8296,0.4955,0.707
JP,CRM004835,Customer_4835,Banks,600,Platinum,Payments,ACH,CAPPAYACHSTDB1,STD,CHG4835,EUR,Fixed flat,1.1945,1.1973,201.87,169,625.92,524,10K-200K,2M-5M,0.7375,0.3234,0.5526,0.5304,0.4955,0.3854
JP,CRM004836,Customer_4836,Banks,600,Gold,Liquidity,CASH,CAPLIQCASVIPB3,VIP,CHG4836,USD,flat absolute,0.635,0.6228,2176.14,3427,1948.82,3069,10K-200K,2M-5M,0.7375,0.6654,0.6061,0.5304,0.3883,0.53
DE,CRM004837,Customer_4837,Global Corporates,500,Platinum,Collections,CASH,CAPCOLCASSTDB1,STD,CHG4837,EUR,flat absolute,0.5293,0.5208,781.25,1476,2793.65,5278,0-10K,>5M,0.5434,0.3234,0.684,0.6721,0.4955,0.505
